index,Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,rating,playtime,ratings_count,game_series_count,platforms
1158,SimCity,1988.0,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,3.83,64,18,7,Commodore / Amiga||SNES||Classic Macintosh||Atari ST||PC||NES||Wii
1159,Spyro: Enter the Dragonfly,2002.0,Platform,Universal Interactive,0.74,0.95,0.0,0.28,1.97,3.21,0,28,0,GameCube||PlayStation 2
1160,Spyro: Enter the Dragonfly,2002.0,Platform,Universal Interactive,0.55,0.14,0.0,0.02,0.71,3.21,0,28,0,GameCube||PlayStation 2
1161,Devil May Cry 2,2003.0,Action,Capcom,0.71,0.58,0.51,0.17,1.97,2.51,0,154,7,Xbox 360||Xbox One||Nintendo Switch||PlayStation 4||PC||PlayStation 3||PlayStation 2
1162,Hot Shots Golf: Open Tee,2004.0,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,0.0,0,1,0,PSP||PS Vita
1163,Soccer,1985.0,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,3.35,18,17,0,NES||Wii U||Wii
1164,Rad Racer,1986.0,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,0.0,0,4,0,NES
1165,Forza Horizon,2012.0,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,4.34,13,266,3,Xbox 360
1166,Crash Nitro Kart,2003.0,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,3.91,0,32,0,PlayStation 2||Game Boy Advance||Xbox||GameCube
1167,Crash Nitro Kart,2003.0,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46,3.91,0,32,0,PlayStation 2||Game Boy Advance||Xbox||GameCube
1168,Crash Nitro Kart,2003.0,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,3.91,0,32,0,PlayStation 2||Game Boy Advance||Xbox||GameCube
1169,Crash Nitro Kart,2003.0,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,3.91,0,32,0,PlayStation 2||Game Boy Advance||Xbox||GameCube
1170,NBA Street Vol. 2,2003.0,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95,4.6,0,10,0,Xbox||GameCube||PlayStation 2
1171,NBA Street Vol. 2,2003.0,Sports,Electronic Arts,0.62,0.04,0.0,0.02,0.68,4.6,0,10,0,Xbox||GameCube||PlayStation 2
1172,NBA Street Vol. 2,2003.0,Sports,Electronic Arts,0.41,0.11,0.0,0.01,0.54,4.6,0,10,0,Xbox||GameCube||PlayStation 2
1173,Def Jam Vendetta,2003.0,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94,3.89,0,9,0,PlayStation 2||GameCube
1174,Def Jam Vendetta,2003.0,Fighting,Electronic Arts,0.19,0.05,0.0,0.01,0.25,3.89,0,9,0,PlayStation 2||GameCube
1175,Kirby Squeak Squad,2006.0,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,4.0,0,13,0,Wii U||Nintendo DS
1176,Burnout Paradise,2008.0,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,4.08,8,451,3,Nintendo Switch||PlayStation 3||PC||Xbox One||PlayStation 4||Xbox 360
1177,Burnout Paradise,2008.0,Racing,Electronic Arts,0.63,0.57,0.01,0.14,1.35,4.08,8,451,3,Nintendo Switch||PlayStation 3||PC||Xbox One||PlayStation 4||Xbox 360
1178,Alleyway,1989.0,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,0.0,0,3,0,Nintendo 3DS
1179,Destiny: The Taken King,2015.0,Shooter,Activision,0.78,0.79,0.05,0.31,1.94,4.44,0,9,0,Xbox 360||PlayStation 4||Xbox One||PlayStation 3
1180,Destiny: The Taken King,2015.0,Shooter,Activision,0.86,0.23,0.0,0.12,1.2,4.44,0,9,0,Xbox 360||PlayStation 4||Xbox One||PlayStation 3
1181,Destiny: The Taken King,2015.0,Shooter,Activision,0.19,0.11,0.02,0.06,0.39,4.44,0,9,0,Xbox 360||PlayStation 4||Xbox One||PlayStation 3
1182,Destiny: The Taken King,2015.0,Shooter,Activision,0.25,0.08,0.0,0.03,0.36,4.44,0,9,0,Xbox 360||PlayStation 4||Xbox One||PlayStation 3
1183,Dragon Ball Z: Budokai 3,2004.0,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,4.17,0,23,0,PlayStation 2
1184,LittleBigPlanet 3,2014.0,Platform,Sony Computer Entertainment,0.68,0.93,0.01,0.31,1.94,3.48,3,537,4,PlayStation 3||PlayStation 4
1185,LittleBigPlanet 3,2014.0,Platform,Sony Computer Entertainment,0.2,0.33,0.01,0.1,0.64,3.48,3,537,4,PlayStation 3||PlayStation 4
1186,Jet Moto 2,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,0.0,0,0,0,PlayStation 3||PSP||PS Vita
1187,BioShock Infinite,2013.0,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,4.39,12,2769,4,PC||Nintendo Switch||Linux||PlayStation 3||PlayStation 4||Xbox 360||Xbox One
1188,BioShock Infinite,2013.0,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.7,4.39,12,2769,4,PC||Nintendo Switch||Linux||PlayStation 3||PlayStation 4||Xbox 360||Xbox One
1189,BioShock Infinite,2013.0,Shooter,Take-Two Interactive,0.29,0.3,0.0,0.07,0.66,4.39,12,2769,4,PC||Nintendo Switch||Linux||PlayStation 3||PlayStation 4||Xbox 360||Xbox One
1190,X-Men Legends,2004.0,Role-Playing,Activision,1.0,0.72,0.0,0.21,1.93,4.25,0,16,0,Xbox||GameCube||PlayStation 2
1191,X-Men Legends,2004.0,Role-Playing,Activision,0.62,0.24,0.0,0.04,0.9,4.25,0,16,0,Xbox||GameCube||PlayStation 2
1192,X-Men Legends,2004.0,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53,4.25,0,16,0,Xbox||GameCube||PlayStation 2
1193,Forza Motorsport 6,2015.0,Racing,Microsoft Game Studios,0.84,0.91,0.03,0.16,1.93,4.03,0,126,7,PC||Xbox One
1194,Virtua Fighter 2,1995.0,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,3.25,3,12,0,PC||Wii||PlayStation 3||Xbox 360
1195,The Legend of Zelda: Oracle of Ages,2001.0,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,4.33,52,69,19,Nintendo 3DS||Game Boy Color
1196,Red Faction,2001.0,Shooter,THQ,0.76,0.96,0.0,0.2,1.92,3.91,1,184,3,PC||PlayStation 4||PlayStation 3||PlayStation 2||Xbox
1197,MX Unleashed,2004.0,Racing,THQ,0.94,0.73,0.0,0.25,1.92,0.0,0,1,0,Xbox 360||Xbox||PlayStation 2
1198,MX Unleashed,2004.0,Racing,THQ,0.34,0.08,0.0,0.02,0.44,0.0,0,1,0,Xbox 360||Xbox||PlayStation 2
1199,Mario Party 3,2000.0,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,4.17,0,35,10,Nintendo 64
1200,Just Cause 3,2015.0,Action,Square Enix,0.5,1.03,0.08,0.29,1.9,3.33,7,1057,4,PC||Xbox One||PlayStation 4
1201,Just Cause 3,2015.0,Action,Square Enix,0.47,0.39,0.0,0.08,0.94,3.33,7,1057,4,PC||Xbox One||PlayStation 4
1202,Just Cause 3,2015.0,Action,Square Enix,0.03,0.11,0.0,0.01,0.15,3.33,7,1057,4,PC||Xbox One||PlayStation 4
1203,Mario Super Sluggers,2008.0,Sports,Nintendo,1.48,0.0,0.29,0.12,1.89,4.13,0,15,1,Wii U||Wii
1204,Game Party 2,2008.0,Misc,Midway Games,1.28,0.43,0.0,0.17,1.88,0.0,0,0,0,Wii
1205,Yu-Gi-Oh! Forbidden Memories,1999.0,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88,4.2,52,20,0,PlayStation
1206,Mortal Kombat: Deception,2004.0,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88,3.9,0,42,19,Xbox||GameCube||PlayStation 2
1207,Mortal Kombat: Deception,2004.0,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76,3.9,0,42,19,Xbox||GameCube||PlayStation 2
1208,Mortal Kombat: Deception,2005.0,Fighting,Midway Games,0.09,0.02,0.0,0.0,0.11,3.9,0,42,19,Xbox||GameCube||PlayStation 2
1209,Hot Shots Golf 2,1999.0,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,0.0,0,1,0,PlayStation 3||PSP||PS Vita
1210,Toy Story Mania!,2009.0,Misc,Disney Interactive Studios,1.04,0.66,0.0,0.18,1.88,0.0,0,1,0,Xbox 360||Wii||PC||PlayStation 3
1211,WCW Nitro,1998.0,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,0.0,0,5,0,PC||Nintendo 64
1212,WCW Nitro,1998.0,Fighting,THQ,0.17,0.04,0.0,0.0,0.21,0.0,0,5,0,PC||Nintendo 64
1213,High School Musical: Sing It!,2007.0,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87,0.0,0,5,0,PlayStation 2||Wii
1214,High School Musical: Sing It!,2007.0,Misc,Disney Interactive Studios,1.15,0.45,0.0,0.16,1.76,0.0,0,5,0,PlayStation 2||Wii
1215,Star Fox Adventures,2002.0,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,3.91,0,35,0,GameCube
1216,FIFA 2000,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,3.68,0,28,28,PlayStation||Game Boy Color||PC
1217,Dynasty Warriors 3,2001.0,Action,THQ,0.53,0.16,1.07,0.1,1.87,0.0,0,5,0,PlayStation 2
1218,Dynasty Warriors 3,2002.0,Action,THQ,0.06,0.02,0.0,0.0,0.08,0.0,0,5,0,PlayStation 2
1219,The Legend of Zelda: Oracle of Seasons,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,4.3,62,71,19,Nintendo 3DS||Game Boy Color
1220,The Legend of Dragoon,1999.0,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,4.46,1,36,0,PlayStation||PlayStation 3||PSP
1221,Turok 2: Seeds of Evil,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,4.09,1,47,0,Nintendo Switch||PC||Xbox One||Nintendo 64
1222,SingStar,2004.0,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86,2.45,0,187,0,PlayStation 3||PlayStation 4
1223,SingStar,2007.0,Misc,Sony Computer Entertainment,0.45,0.56,0.0,0.12,1.13,2.45,0,187,0,PlayStation 3||PlayStation 4
1224,NBA Live 2002,2001.0,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86,0.0,0,2,0,Xbox||PlayStation||PlayStation 2
1225,NBA Live 2002,2001.0,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52,0.0,0,2,0,Xbox||PlayStation||PlayStation 2
1226,NBA Live 2002,2001.0,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,0.0,0,2,0,Xbox||PlayStation||PlayStation 2
1227,Chrono Cross,1999.0,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,4.39,42,92,1,PlayStation||PSP||PS Vita||PlayStation 3
1228,Jak 3,2004.0,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85,4.11,0,138,3,PlayStation 4||PS Vita||PlayStation 3||PlayStation 2
1229,Kingdom Hearts: Chain of Memories,2004.0,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,3.74,0,53,19,Game Boy Advance||PlayStation 4||PlayStation 3||PlayStation 2
1230,Pinball,1984.0,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,0.0,1,0,0,PC||iOS||Android||macOS||Linux||Wii U||Wii
1231,Max Payne 3,2012.0,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,4.24,11,1242,2,PC||macOS||PlayStation 3||Xbox 360
1232,Max Payne 3,2012.0,Shooter,Take-Two Interactive,0.86,0.62,0.01,0.13,1.62,4.24,11,1242,2,PC||macOS||PlayStation 3||Xbox 360
1233,Max Payne 3,2012.0,Shooter,Take-Two Interactive,0.16,0.22,0.0,0.05,0.43,4.24,11,1242,2,PC||macOS||PlayStation 3||Xbox 360
1234,Gran Turismo Concept 2001 Tokyo,2001.0,Racing,Sony Computer Entertainment,0.0,1.1,0.42,0.33,1.84,0.0,0,0,0,PlayStation 2
1235,NCAA Football 06,2005.0,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84,0.0,0,0,0,Xbox||PlayStation 2
1236,NCAA Football 06,2005.0,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,0.0,0,0,0,Xbox||PlayStation 2
1237,Kirby: Triple Deluxe,2014.0,Platform,Nintendo,0.61,0.34,0.79,0.09,1.84,4.11,0,44,16,Nintendo 3DS
1238,Ratchet & Clank (2016),2016.0,Platform,Sony Computer Entertainment,0.64,0.85,0.05,0.29,1.84,4.05,18,984,11,PlayStation 4
1239,"Hey You, Pikachu!",1998.0,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83,0.0,0,3,0,Nintendo 64
1240,Sonic Classic Collection,2010.0,Platform,Sega,0.93,0.73,0.0,0.17,1.83,0.0,0,3,0,Nintendo DS
1241,Rayman Raving Rabbids 2,2007.0,Misc,Ubisoft,0.82,0.82,0.0,0.2,1.83,3.4,0,25,0,PC||Nintendo DS||Wii
1242,Rayman Raving Rabbids 2,2007.0,Misc,Ubisoft,0.73,0.01,0.0,0.06,0.8,3.4,0,25,0,PC||Nintendo DS||Wii
1243,Jet Moto,1996.0,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,4.0,0,6,2,PC||Android||PlayStation||PlayStation 3||PSP||PS Vita
1244,GoldenEye 007 (2010),2010.0,Action,Activision,0.84,0.71,0.13,0.16,1.83,3.12,0,8,0,PlayStation 3||Wii||Nintendo DS||Xbox 360
1245,GoldenEye 007 (2010),2010.0,Action,Activision,0.1,0.03,0.0,0.01,0.14,3.12,0,8,0,PlayStation 3||Wii||Nintendo DS||Xbox 360
1246,Secret of Mana,1993.0,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,3.28,4,32,0,iOS||Android||PS Vita||PC||PlayStation 4
1247,Air Combat,1995.0,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,0.0,2,1,0,PC
1248,inFAMOUS 2,2011.0,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,4.14,13,433,2,PlayStation 3
1249,World of Warcraft: Mists of Pandaria,2012.0,Role-Playing,Activision,0.84,0.76,0.0,0.22,1.82,4.02,0,99,0,PC||macOS
1250,Sonic & Knuckles,1994.0,Platform,Sega,1.24,0.43,0.03,0.12,1.82,4.3,3,127,0,Genesis||PlayStation 3||Xbox||PlayStation 2||PC||GameCube||SEGA Saturn||Xbox 360||Wii
1251,The Sims: Hot Date,2001.0,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82,4.25,0,28,0,PC
1252,The Orange Box,2007.0,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,4.52,6,252,0,PC||Xbox 360||PlayStation 3
1253,The Orange Box,2007.0,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,4.52,6,252,0,PC||Xbox 360||PlayStation 3
1254,The Orange Box,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,4.52,6,252,0,PC||Xbox 360||PlayStation 3
1255,Virtua Fighter 4,2002.0,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,0.0,0,3,0,PlayStation 2
1256,Sly 2: Band of Thieves,2004.0,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81,4.47,0,53,4,PS Vita||PlayStation 2||PlayStation 3
1257,Sly 2: Band of Thieves,2010.0,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,4.47,0,53,4,PS Vita||PlayStation 2||PlayStation 3
1258,The Evil Within,2014.0,Action,Bethesda Softworks,0.56,0.86,0.11,0.27,1.8,3.96,7,721,1,PC||Xbox One||PlayStation 3||PlayStation 4||Xbox 360
1259,The Evil Within,2014.0,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84,3.96,7,721,1,PC||Xbox One||PlayStation 3||PlayStation 4||Xbox 360
1260,The Evil Within,2014.0,Action,Bethesda Softworks,0.36,0.25,0.0,0.06,0.67,3.96,7,721,1,PC||Xbox One||PlayStation 3||PlayStation 4||Xbox 360
1261,The Evil Within,2014.0,Action,Bethesda Softworks,0.26,0.16,0.01,0.04,0.47,3.96,7,721,1,PC||Xbox One||PlayStation 3||PlayStation 4||Xbox 360
1262,The Evil Within,2014.0,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.28,3.96,7,721,1,PC||Xbox One||PlayStation 3||PlayStation 4||Xbox 360
1263,Sonic Advance 2,2002.0,Platform,Sega,0.93,0.59,0.21,0.07,1.8,3.76,0,21,0,Game Boy Advance||Wii U
1264,Metroid Prime 3: Corruption,2007.0,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,4.45,11,38,2,Wii
1265,Disney's The Lion King,1994.0,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,3.96,1,113,0,Game Gear||Linux||macOS||PC||Genesis||Commodore / Amiga||Classic Macintosh||Game Boy||NES||SNES
1266,Disney's The Lion King,1994.0,Platform,Virgin Interactive,0.97,0.37,0.03,0.05,1.41,3.96,1,113,0,Game Gear||Linux||macOS||PC||Genesis||Commodore / Amiga||Classic Macintosh||Game Boy||NES||SNES
1267,The Elder Scrolls Online,2015.0,Role-Playing,Bethesda Softworks,0.7,0.8,0.0,0.29,1.79,3.73,19,56,9,PC
1268,The Elder Scrolls Online,2015.0,Role-Playing,Bethesda Softworks,0.81,0.38,0.0,0.12,1.32,3.73,19,56,9,PC
1269,The Elder Scrolls Online,2014.0,Role-Playing,Bethesda Softworks,0.33,0.54,0.0,0.07,0.94,3.73,19,56,9,PC
1270,SpongeBob SquarePants: SuperSponge,2001.0,Action,THQ,1.12,0.58,0.0,0.08,1.78,0.0,0,5,0,Game Boy Advance||PlayStation
1271,SpongeBob SquarePants: SuperSponge,2001.0,Action,THQ,0.39,0.15,0.0,0.01,0.55,0.0,0,5,0,Game Boy Advance||PlayStation
1272,The Getaway: Black Monday,2004.0,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,3.5,0,6,0,PlayStation 2
1273,50 Cent: Bulletproof,2005.0,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77,2.7,0,10,0,PlayStation 2
1274,50 Cent: Bulletproof,2005.0,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,2.7,0,10,0,PlayStation 2
1275,50 Cent: Bulletproof,2006.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.08,2.7,0,10,0,PlayStation 2
1276,Kirby 64: The Crystal Shards,2000.0,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,4.09,0,23,0,Wii U||Wii
1277,Dead or Alive 3,2001.0,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,3.71,0,7,0,Xbox
1278,Wii Party U,2013.0,Misc,Nintendo,0.3,0.58,0.84,0.05,1.77,4.0,0,8,0,Wii U
1279,Dragon Quest Monsters: Joker,2006.0,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,0.0,0,5,0,Nintendo DS
1280,WWF Attitude,1998.0,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76,3.8,0,10,0,Dreamcast||PlayStation||Nintendo 64||Game Boy Color
1281,WWF Attitude,1999.0,Fighting,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71,3.8,0,10,0,Dreamcast||PlayStation||Nintendo 64||Game Boy Color
1282,The SpongeBob SquarePants Movie,2004.0,Platform,THQ,1.06,0.54,0.0,0.16,1.76,3.85,0,33,0,GameCube||Xbox||Game Boy Advance||PlayStation 3||macOS||PlayStation 2||PC
1283,The SpongeBob SquarePants Movie,2004.0,Platform,THQ,1.02,0.38,0.0,0.06,1.46,3.85,0,33,0,GameCube||Xbox||Game Boy Advance||PlayStation 3||macOS||PlayStation 2||PC
1284,The SpongeBob SquarePants Movie,2004.0,Platform,THQ,0.73,0.19,0.0,0.03,0.94,3.85,0,33,0,GameCube||Xbox||Game Boy Advance||PlayStation 3||macOS||PlayStation 2||PC
1285,The SpongeBob SquarePants Movie,2004.0,Platform,THQ,0.4,0.12,0.0,0.02,0.54,3.85,0,33,0,GameCube||Xbox||Game Boy Advance||PlayStation 3||macOS||PlayStation 2||PC
1286,Golden Sun,2001.0,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,4.35,90,67,2,Game Boy Advance||Wii U
1287,Kid Icarus,1986.0,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,0.0,1,0,0,Wii||Wii U
1288,Def Jam: Fight for NY,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76,4.32,0,46,0,GameCube||PSP||PlayStation 2||Xbox
1289,Def Jam: Fight for NY,2004.0,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.54,4.32,0,46,0,GameCube||PSP||PlayStation 2||Xbox
1290,Def Jam: Fight for NY,2004.0,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22,4.32,0,46,0,GameCube||PSP||PlayStation 2||Xbox
1291,State of Emergency,2002.0,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,0.0,0,4,0,PlayStation 2||PC
1292,State of Emergency,2003.0,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17,0.0,0,4,0,PlayStation 2||PC
1293,The Urbz: Sims in the City,2004.0,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76,3.63,0,18,0,Xbox||PlayStation 2||Nintendo DS||Game Boy Advance||GameCube
1294,The Urbz: Sims in the City,2004.0,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,3.63,0,18,0,Xbox||PlayStation 2||Nintendo DS||Game Boy Advance||GameCube
1295,The Urbz: Sims in the City,2004.0,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,3.63,0,18,0,Xbox||PlayStation 2||Nintendo DS||Game Boy Advance||GameCube
1296,The Urbz: Sims in the City,2004.0,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34,3.63,0,18,0,Xbox||PlayStation 2||Nintendo DS||Game Boy Advance||GameCube
1297,Madden NFL 2000,1998.0,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75,0.0,0,2,0,PC||PlayStation||Nintendo 64||Classic Macintosh||Game Boy Color
1298,Madden NFL 2000,1999.0,Sports,Electronic Arts,0.58,0.02,0.0,0.0,0.61,0.0,0,2,0,PC||PlayStation||Nintendo 64||Classic Macintosh||Game Boy Color
1299,Pro Evolution Soccer,2001.0,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,3.5,0,8,18,PlayStation||GameCube||PlayStation 2
1300,Just Cause 2,2010.0,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,3.62,3,897,4,PC||Xbox One||Xbox 360||PlayStation 3
1301,Just Cause 2,2010.0,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,3.62,3,897,4,PC||Xbox One||Xbox 360||PlayStation 3
1302,Just Cause 2,2010.0,Action,Square Enix,0.0,0.1,0.0,0.02,0.12,3.62,3,897,4,PC||Xbox One||Xbox 360||PlayStation 3
1303,The Crew,2014.0,Racing,Ubisoft,0.37,1.08,0.03,0.27,1.75,3.32,17,302,1,Xbox 360||PC||Xbox One||PlayStation 4
1304,The Crew,2014.0,Racing,Ubisoft,0.27,0.34,0.0,0.05,0.66,3.32,17,302,1,Xbox 360||PC||Xbox One||PlayStation 4
1305,The Crew,2014.0,Racing,Ubisoft,0.06,0.14,0.0,0.02,0.22,3.32,17,302,1,Xbox 360||PC||Xbox One||PlayStation 4
1306,The Crew,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,3.32,17,302,1,Xbox 360||PC||Xbox One||PlayStation 4
1307,Yoshi,1991.0,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,2.64,0,14,0,Game Boy||NES||Nintendo Switch||Nintendo 3DS||Wii||Wii U
1308,Yoshi,1991.0,Puzzle,Nintendo,0.0,0.0,0.73,0.0,0.73,2.64,0,14,0,Game Boy||NES||Nintendo Switch||Nintendo 3DS||Wii||Wii U
1309,Disney's Aladdin,1993.0,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,4.27,1,212,1,macOS||Commodore / Amiga||NES||Game Boy||Game Gear||PC||Linux||Genesis||Game Boy Color
1310,Disney's Aladdin,2003.0,Platform,Capcom,0.02,0.01,0.0,0.0,0.03,4.27,1,212,1,macOS||Commodore / Amiga||NES||Game Boy||Game Gear||PC||Linux||Genesis||Game Boy Color
1311,Crackdown,2007.0,Shooter,Microsoft Game Studios,1.0,0.53,0.03,0.18,1.75,3.53,0,212,0,Xbox One||Xbox 360
1312,Dance Dance Revolution X,2008.0,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,0.0,0,0,0,PlayStation 2
1313,The Order: 1886,2015.0,Shooter,Sony Computer Entertainment,0.62,0.78,0.07,0.27,1.75,3.75,11,744,0,PlayStation 4
1314,Dark Souls III,2016.0,Role-Playing,Namco Bandai Games,0.69,0.47,0.34,0.24,1.74,4.4,28,1610,2,PC||Xbox One||PlayStation 4
1315,Dark Souls III,2016.0,Role-Playing,Namco Bandai Games,0.3,0.1,0.0,0.04,0.44,4.4,28,1610,2,PC||Xbox One||PlayStation 4
1316,Dark Souls III,2016.0,Role-Playing,Namco Bandai Games,0.0,0.08,0.0,0.0,0.08,4.4,28,1610,2,PC||Xbox One||PlayStation 4
1317,Xenosaga Episode I: Der Wille zur Macht,2002.0,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74,4.29,0,14,2,PlayStation 2
1318,Kinect Star Wars,2012.0,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14,1.74,3.1,0,37,0,Xbox 360
1319,Knack,2013.0,Platform,Sony Computer Entertainment Europe,0.44,0.68,0.42,0.2,1.74,3.07,5,356,1,PlayStation 4
1320,Madden NFL 99,1998.0,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74,0.0,0,1,0,PlayStation||Nintendo 64||PC
1321,Madden NFL 99,1998.0,Sports,Electronic Arts,0.84,0.05,0.0,0.01,0.9,0.0,0,1,0,PlayStation||Nintendo 64||PC
1322,SSX Tricky,2001.0,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73,4.31,0,32,6,Game Boy Advance||PlayStation 2||Xbox||GameCube
1323,SSX Tricky,2001.0,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54,4.31,0,32,6,Game Boy Advance||PlayStation 2||Xbox||GameCube
1324,SSX Tricky,2001.0,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,4.31,0,32,6,Game Boy Advance||PlayStation 2||Xbox||GameCube
1325,SSX Tricky,2002.0,Sports,Electronic Arts,0.14,0.05,0.0,0.0,0.19,4.31,0,32,6,Game Boy Advance||PlayStation 2||Xbox||GameCube
1326,Twisted Metal III,1998.0,Action,989 Studios,1.48,0.2,0.0,0.05,1.73,4.14,0,29,0,PlayStation
1327,Crash Bandicoot: The Huge Adventure,2002.0,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73,3.92,0,13,9,Game Boy Advance
1328,Dishonored,2012.0,Action,Bethesda Softworks,1.06,0.5,0.01,0.14,1.71,4.36,11,1646,2,PC||Xbox 360||Xbox One||PlayStation 3||PlayStation 4
