Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genre,Publisher,platforms,Years_of_Release,Action,Adventure,Fighting,Misc,Platform,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy
Anubis II,0.06,0.0,0.0,0.0,0.07,Platform,Metro 3D,1,10.0,0,0,0,0,1,0,0,0,0,0,0,0
Godai: Elemental Force,0.04,0.03,0.0,0.01,0.07,Action,3DO,1,15.0,1,0,0,0,0,0,0,0,0,0,0,0
Nobunaga no Yabou: Tendou with Power-Up Kit,0.0,0.0,0.07,0.0,0.07,Strategy,Tecmo Koei,3,6.0,0,0,0,0,0,0,0,0,0,0,0,1
Lifeline,0.03,0.03,0.0,0.01,0.07,Adventure,Sony Computer Entertainment,1,14.0,0,1,0,0,0,0,0,0,0,0,0,0
Gundam Try Age SP,0.0,0.0,0.07,0.0,0.07,Strategy,Namco Bandai Games,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1
Roogoo Attack!,0.07,0.0,0.0,0.0,0.07,Puzzle,SouthPeak Games,1,8.0,0,0,0,0,0,1,0,0,0,0,0,0
Goodbye Deponia,0.0,0.06,0.0,0.0,0.07,Adventure,Daedalic Entertainment,4,4.0,0,1,0,0,0,0,0,0,0,0,0,0
Rugby 06,0.03,0.02,0.0,0.01,0.07,Sports,Electronic Arts,1,11.0,0,0,0,0,0,0,0,0,0,0,1,0
Interactive Storybook DS Series 1,0.06,0.0,0.0,0.0,0.07,Misc,Tommo,1,10.0,0,0,0,1,0,0,0,0,0,0,0,0
Formula One World Championship: Beyond the Limit,0.0,0.0,0.07,0.0,0.07,Racing,Sega,1,23.0,0,0,0,0,0,0,1,0,0,0,0,0
Gundam Battle Tactics,0.0,0.0,0.07,0.0,0.07,Action,Namco Bandai Games,1,12.0,1,0,0,0,0,0,0,0,0,0,0,0
Digimon World Championship,0.0,0.0,0.07,0.0,0.07,Role-Playing,Namco Bandai Games,1,9.0,0,0,0,0,0,0,0,1,0,0,0,0
Dream Trigger 3D,0.04,0.02,0.0,0.01,0.07,Shooter,D3Publisher,1,6.0,0,0,0,0,0,0,0,0,1,0,0,0
Animal Kingdom: Wildlife Expedition,0.07,0.0,0.0,0.01,0.07,Adventure,Natsume,1,8.0,0,1,0,0,0,0,0,0,0,0,0,0
ZhuZhu Pets: Quest for Zhu,0.06,0.0,0.0,0.01,0.07,Misc,Activision,1,6.0,0,0,0,1,0,0,0,0,0,0,0,0
NCAA College Football 2K3,0.05,0.01,0.0,0.0,0.07,Sports,Sega,3,15.0,0,0,0,0,0,0,0,0,0,0,1,0
Vanguard Bandits,0.04,0.03,0.0,0.0,0.07,Strategy,Human Entertainment,4,19.0,0,0,0,0,0,0,0,0,0,0,0,1
Jewel Link Chronicles: Legend of Athena,0.0,0.06,0.0,0.01,0.07,Puzzle,GSP,1,6.0,0,0,0,0,0,1,0,0,0,0,0,0
Galerians: Ash,0.03,0.03,0.0,0.01,0.07,Adventure,Sammy Corporation,1,15.0,0,1,0,0,0,0,0,0,0,0,0,0
Dream Dance & Cheer,0.06,0.0,0.0,0.0,0.07,Misc,Zoo Games,1,8.0,0,0,0,1,0,0,0,0,0,0,0,0
Party Pigs: Farmyard Games,0.07,0.0,0.0,0.0,0.07,Misc,Data Design Interactive,1,8.0,0,0,0,1,0,0,0,0,0,0,0,0
Atelier Firis: The Alchemist of the Mysterious Journey,0.0,0.0,0.07,0.0,0.07,Role-Playing,Tecmo Koei,2,1.0,0,0,0,0,0,0,0,1,0,0,0,0
Blast Radius,0.04,0.03,0.0,0.0,0.07,Action,Psygnosis,1,19.0,1,0,0,0,0,0,0,0,0,0,0,0
The Guided Fate Paradox,0.0,0.0,0.06,0.0,0.07,Role-Playing,Nippon Ichi Software,1,4.0,0,0,0,0,0,0,0,1,0,0,0,0
Fritz Chess,0.04,0.03,0.0,0.01,0.07,Strategy,Deep Silver,3,8.0,0,0,0,0,0,0,0,0,0,0,0,1
John Madden Football,0.0,0.0,0.07,0.0,0.07,Sports,Imagineer,5,26.0,0,0,0,0,0,0,0,0,0,0,1,0
Ninja Warriors,0.0,0.0,0.07,0.0,0.07,Action,Titus,1,24.0,1,0,0,0,0,0,0,0,0,0,0,0
Jewel Time Deluxe,0.04,0.03,0.0,0.01,0.07,Puzzle,O-Games,1,6.0,0,0,0,0,0,1,0,0,0,0,0,0
Cut the Rope,0.06,0.0,0.0,0.01,0.07,Puzzle,Activision,6,3.0,0,0,0,0,0,1,0,0,0,0,0,0
Vampire Legends: Power of Three,0.07,0.0,0.0,0.0,0.07,Adventure,THQ,1,7.0,0,1,0,0,0,0,0,0,0,0,0,0
Football Manager 2010,0.0,0.06,0.0,0.01,0.07,Sports,Sega,1,8.0,0,0,0,0,0,0,0,0,0,0,1,0
Pandemonium 2,0.04,0.02,0.0,0.0,0.07,Platform,BMG Interactive Entertainment,3,20.0,0,0,0,0,1,0,0,0,0,0,0,0
Fantasy Aquarium by DS,0.07,0.0,0.0,0.01,0.07,Simulation,Mercury Games,1,9.0,0,0,0,0,0,0,0,0,0,1,0,0
Speed Racer,0.04,0.02,0.0,0.0,0.07,Racing,Tomy Corporation,1,21.0,0,0,0,0,0,0,1,0,0,0,0,0
Speed Zone,0.01,0.05,0.0,0.01,0.07,Racing,Bethesda Softworks,1,8.0,0,0,0,0,0,0,1,0,0,0,0,0
C: The Contra Adventure,0.04,0.02,0.0,0.0,0.07,Shooter,Konami Digital Entertainment,1,19.0,0,0,0,0,0,0,0,0,1,0,0,0
Robot Alchemic Drive,0.03,0.03,0.0,0.01,0.07,Action,Enix Corporation,1,15.0,1,0,0,0,0,0,0,0,0,0,0,0
Robocalypse,0.07,0.0,0.0,0.01,0.07,Strategy,Tecmo Koei,1,9.0,0,0,0,0,0,0,0,0,0,0,0,1
Ecco: The Tides of Time,0.0,0.0,0.07,0.0,0.07,Adventure,Sega,3,24.0,0,1,0,0,0,0,0,0,0,0,0,0
Gal Gun: Double Peace,0.0,0.03,0.02,0.01,0.06999999999999999,Action,PQube,3,2.0,1,0,0,0,0,0,0,0,0,0,0,0
Satisfashion,0.060000000000000005,0.0,0.0,0.0,0.06999999999999999,Misc,Destineer,2,7.0,0,0,0,1,0,0,0,0,0,0,0,0
Dungeon Explorer: Warriors of Ancient Arts,0.060000000000000005,0.0,0.0,0.0,0.06999999999999999,Role-Playing,Rising Star Games,1,10.0,0,0,0,0,0,0,0,1,0,0,0,0
Summer Challenge: Athletics Tournament,0.0,0.05,0.0,0.01,0.06999999999999999,Sports,PQube,2,6.0,0,0,0,0,0,0,0,0,0,0,1,0
Myst IV: Revelation,0.05,0.01,0.0,0.0,0.060000000000000005,Adventure,Ubisoft,1,12.5,0,1,0,0,0,0,0,0,0,0,0,0
UEFA Champions League 2006-2007,0.05,0.01,0.0,0.0,0.060000000000000005,Sports,Electronic Arts,1,10.0,0,0,0,0,0,0,0,0,0,0,1,0
Super Bubble Pop,0.05,0.01,0.0,0.0,0.060000000000000005,Puzzle,Jaleco,5,14.5,0,0,0,0,0,1,0,0,0,0,0,0
4 Elements,0.0,0.05,0.0,0.01,0.060000000000000005,Puzzle,Mastertronic,3,6.5,0,0,0,0,0,1,0,0,0,0,0,0
4 Elements,0.0,0.05,0.0,0.01,0.060000000000000005,Puzzle,Unknown,3,6.5,0,0,0,0,0,1,0,0,0,0,0,0
Fate/Tiger Colosseum Upper,0.0,0.0,0.06,0.0,0.06,Fighting,Capcom,1,9.0,0,0,1,0,0,0,0,0,0,0,0,0
Killing Zone,0.03,0.02,0.0,0.0,0.06,Fighting,Acclaim Entertainment,1,21.0,0,0,1,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles II: Back from the Sewers,0.0,0.0,0.06,0.0,0.06,Action,Konami Digital Entertainment,1,26.0,1,0,0,0,0,0,0,0,0,0,0,0
Zendoku,0.05,0.0,0.0,0.0,0.06,Puzzle,Eidos Interactive,1,10.0,0,0,0,0,0,1,0,0,0,0,0,0
Generation of Chaos,0.05,0.0,0.0,0.0,0.06,Role-Playing,Midas Interactive Entertainment,1,12.0,0,0,0,0,0,0,0,1,0,0,0,0
Fast & Furious: Showdown,0.0,0.05,0.0,0.0,0.06,Action,Activision,4,4.0,1,0,0,0,0,0,0,0,0,0,0,0
Men of War: Assault Squad,0.01,0.04,0.0,0.01,0.06,Strategy,1C Company,1,6.0,0,0,0,0,0,0,0,0,0,0,0,1
Pop Cutie! Street Fashion Simulation,0.06,0.0,0.0,0.0,0.06,Simulation,Tecmo Koei,1,9.0,0,0,0,0,0,0,0,0,0,1,0,0
Dead or Alive Xtreme 3: Fortune,0.0,0.0,0.06,0.0,0.06,Sports,Tecmo Koei,1,1.0,0,0,0,0,0,0,0,0,0,0,1,0
Bullet Girls,0.0,0.0,0.06,0.0,0.06,Action,D3Publisher,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0
Giants: Citizen Kabuto,0.03,0.02,0.0,0.01,0.06,Shooter,Interplay,1,16.0,0,0,0,0,0,0,0,0,1,0,0,0
Zero Divide,0.03,0.02,0.0,0.0,0.06,Fighting,Ocean,1,22.0,0,0,1,0,0,0,0,0,0,0,0,0
Prison Architect,0.04,0.01,0.0,0.01,0.06,Action,Introversion Software,6,1.0,1,0,0,0,0,0,0,0,0,0,0,0
Kururin Paradise,0.0,0.0,0.06,0.0,0.06,Puzzle,Unknown,2,15.0,0,0,0,0,0,1,0,0,0,0,0,0
Big Bang Mini,0.05,0.0,0.0,0.0,0.06,Shooter,SouthPeak Games,1,8.0,0,0,0,0,0,0,0,0,1,0,0,0
Gradius Collection,0.04,0.0,0.02,0.0,0.06,Shooter,Konami Digital Entertainment,1,11.0,0,0,0,0,0,0,0,0,1,0,0,0
Racing Gears Advance,0.04,0.02,0.0,0.0,0.06,Racing,Zoo Digital Publishing,1,13.0,0,0,0,0,0,0,1,0,0,0,0,0
Scurge: Hive,0.05,0.0,0.0,0.0,0.06,Action,SouthPeak Games,2,11.0,1,0,0,0,0,0,0,0,0,0,0,0
Animorphs: Shattered Reality,0.03,0.02,0.0,0.0,0.06,Action,Infogrames,1,17.0,1,0,0,0,0,0,0,0,0,0,0,0
Burning Rangers,0.0,0.0,0.06,0.0,0.06,Platform,Sega,1,19.0,0,0,0,0,1,0,0,0,0,0,0,0
RPG Maker 3,0.03,0.02,0.0,0.01,0.06,Role-Playing,Enterbrain,1,13.0,0,0,0,0,0,0,0,1,0,0,0,0
Saki: Zenkoku-hen,0.0,0.0,0.06,0.0,0.06,Misc,Kaga Create,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0
Red Ninja: End of Honor,0.03,0.02,0.0,0.01,0.06,Action,Vivendi Games,2,12.0,1,0,0,0,0,0,0,0,0,0,0,0
Senritsu no Stratus,0.0,0.0,0.06,0.0,0.06,Role-Playing,Konami Digital Entertainment,1,6.0,0,0,0,0,0,0,0,1,0,0,0,0
Antz Extreme Racing,0.03,0.02,0.0,0.01,0.06,Racing,Empire Interactive,4,15.0,0,0,0,0,0,0,1,0,0,0,0,0
KimiKiss,0.0,0.0,0.06,0.0,0.06,Adventure,Enterbrain,1,11.0,0,1,0,0,0,0,0,0,0,0,0,0
Challenge Me: Brain Puzzles,0.06,0.0,0.0,0.0,0.06,Puzzle,Oxygen Interactive,1,8.0,0,0,0,0,0,1,0,0,0,0,0,0
Lord of Magna: Maiden Heaven,0.0,0.0,0.06,0.0,0.06,Role-Playing,Marvelous Entertainment,1,3.0,0,0,0,0,0,0,0,1,0,0,0,0
Killer Loop,0.03,0.02,0.0,0.0,0.06,Racing,Crave Entertainment,3,18.0,0,0,0,0,0,0,1,0,0,0,0,0
Lost in Blue 2,0.01,0.01,0.05,0.0,0.06,Adventure,Konami Digital Entertainment,1,10.0,0,1,0,0,0,0,0,0,0,0,0,0
Doraemon: Nobita no Uchuu Eiyuuki,0.0,0.0,0.06,0.0,0.06,Action,FuRyu,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0
The Pinball of the Dead,0.05,0.02,0.0,0.0,0.06,Misc,Sega,1,15.0,0,0,0,1,0,0,0,0,0,0,0,0
The Next BIG Thing,0.0,0.05,0.0,0.01,0.06,Adventure,Focus Home Interactive,3,6.0,0,1,0,0,0,0,0,0,0,0,0,0
Genkai Tokki: Moero Crystal,0.0,0.0,0.06,0.0,0.06,Role-Playing,Compile Heart,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0
Chaos Rings III,0.0,0.0,0.06,0.0,0.06,Role-Playing,Square Enix,3,3.0,0,0,0,0,0,0,0,1,0,0,0,0
Zone of the Enders: The Fist of Mars,0.04,0.02,0.0,0.0,0.06,Role-Playing,Konami Digital Entertainment,1,16.0,0,0,0,0,0,0,0,1,0,0,0,0
Gun Showdown,0.05,0.0,0.0,0.01,0.06,Action,Activision,1,11.0,1,0,0,0,0,0,0,0,0,0,0,0
Ys vs. Sora no Kiseki: Alternative Saga,0.0,0.0,0.06,0.0,0.06,Fighting,Falcom Corporation,1,7.0,0,0,1,0,0,0,0,0,0,0,0,0
Championship Surfer,0.03,0.02,0.0,0.0,0.06,Sports,Mattel Interactive,3,17.0,0,0,0,0,0,0,0,0,0,0,1,0
Amazing Island,0.04,0.01,0.0,0.0,0.06,Strategy,Sega,1,13.0,0,0,0,0,0,0,0,0,0,0,0,1
Rat Attack!,0.05,0.02,0.0,0.0,0.06,Puzzle,Mindscape,3,17.5,0,0,0,0,0,1,0,0,0,0,0,0
Farm Frenzy 3,0.0,0.05,0.0,0.01,0.06,Strategy,Alawar Entertainment,4,7.0,0,0,0,0,0,0,0,0,0,0,0,1
Tecmo Classic Arcade,0.05,0.01,0.0,0.0,0.06,Misc,Microsoft Game Studios,1,12.0,0,0,0,1,0,0,0,0,0,0,0,0
Klonoa Beach Volleyball,0.03,0.02,0.0,0.0,0.06,Sports,Namco Bandai Games,1,15.0,0,0,0,0,0,0,0,0,0,0,1,0
From The Abyss,0.06,0.0,0.0,0.0,0.06,Role-Playing,Nobilis,1,9.0,0,0,0,0,0,0,0,1,0,0,0,0
Dance Sensation!,0.06,0.0,0.0,0.0,0.06,Misc,Majesco Entertainment,1,7.0,0,0,0,1,0,0,0,0,0,0,0,0
Crazy Chicken Tales,0.06,0.0,0.0,0.0,0.06,Action,Conspiracy Entertainment,2,8.0,1,0,0,0,0,0,0,0,0,0,0,0
Honeycomb Beat,0.05,0.0,0.0,0.0,0.06,Puzzle,Konami Digital Entertainment,1,11.0,0,0,0,0,0,1,0,0,0,0,0,0
Gothic 3,0.0,0.05,0.0,0.01,0.06,Role-Playing,JoWood Productions,1,11.0,0,0,0,0,0,0,0,1,0,0,0,0
Arc the Lad: End of Darkness,0.03,0.02,0.0,0.01,0.06,Role-Playing,Sony Computer Entertainment,1,13.0,0,0,0,0,0,0,0,1,0,0,0,0
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,0.0,0.0,0.06,0.0,0.06,Action,Alchemist,1,2.0,1,0,0,0,0,0,0,0,0,0,0,0
Friends: The One with All the Trivia,0.03,0.02,0.0,0.01,0.06,Misc,Warner Bros. Interactive Entertainment,1,12.0,0,0,0,1,0,0,0,0,0,0,0,0
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,0.0,0.0,0.06,0.0,0.06,Adventure,Namco Bandai Games,2,3.0,0,1,0,0,0,0,0,0,0,0,0,0
Mercury Meltdown,0.05,0.0,0.0,0.01,0.06,Action,Atari,3,11.0,1,0,0,0,0,0,0,0,0,0,0,0
Monster Tale,0.06,0.0,0.0,0.0,0.06,Platform,Majesco Entertainment,1,6.0,0,0,0,0,1,0,0,0,0,0,0,0
Ray Tracers,0.04,0.02,0.0,0.0,0.06,Racing,Sony Computer Entertainment,1,20.0,0,0,0,0,0,0,1,0,0,0,0,0
Nanostray,0.05,0.0,0.0,0.0,0.06,Shooter,Majesco Entertainment,1,12.0,0,0,0,0,0,0,0,0,1,0,0,0
Arkanoid DS,0.06,0.0,0.0,0.0,0.06,Puzzle,Square Enix,1,10.0,0,0,0,0,0,1,0,0,0,0,0,0
Berserk and the Band of the Hawk,0.0,0.0,0.06,0.0,0.06,Action,Tecmo Koei,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0
Farm Frenzy 3,0.0,0.05,0.0,0.01,0.06,Strategy,Unknown,4,7.0,0,0,0,0,0,0,0,0,0,0,0,1
Melty Blood: Actress Again,0.0,0.0,0.06,0.0,0.06,Fighting,Ecole,1,8.0,0,0,1,0,0,0,0,0,0,0,0,0
Hakuoki: Stories of the Shinsengumi,0.03,0.0,0.03,0.01,0.06,Adventure,Idea Factory,1,7.0,0,1,0,0,0,0,0,0,0,0,0,0
Kiniro no Corda 2,0.0,0.0,0.06,0.0,0.06,Role-Playing,Tecmo Koei,1,10.0,0,0,0,0,0,0,0,1,0,0,0,0
Gunbird,0.0,0.0,0.06,0.0,0.06,Shooter,Atlus,7,22.0,0,0,0,0,0,0,0,0,1,0,0,0
The Sims 2: University,0.01,0.04,0.0,0.01,0.06,Simulation,Electronic Arts,1,12.0,0,0,0,0,0,0,0,0,0,1,0,0
MotorStorm RC,0.0,0.05,0.0,0.01,0.06,Racing,Sony Computer Entertainment,1,5.0,0,0,0,0,0,0,1,0,0,0,0,0
Dragon Rage,0.03,0.02,0.0,0.01,0.06,Shooter,3DO,1,16.0,0,0,0,0,0,0,0,0,1,0,0,0
Zoo Tycoon 2,0.0,0.05,0.0,0.01,0.06,Strategy,Microsoft Game Studios,1,13.0,0,0,0,0,0,0,0,0,0,0,0,1
The Book of Unwritten Tales: The Critter Chronicles,0.0,0.05,0.0,0.01,0.06,Action,Crimson Cow,3,6.0,1,0,0,0,0,0,0,0,0,0,0,0
Lost Kingdoms II,0.04,0.01,0.0,0.0,0.06,Role-Playing,Activision,1,14.0,0,0,0,0,0,0,0,1,0,0,0,0
Spy Games: Elevator Mission,0.06,0.0,0.0,0.0,0.06,Shooter,Tommo,1,10.0,0,0,0,0,0,0,0,0,1,0,0,0
EverQuest II: Destiny of Velious,0.06,0.0,0.0,0.0,0.06,Role-Playing,Sony Online Entertainment,1,6.0,0,0,0,0,0,0,0,1,0,0,0,0
Miami Vice: The Game,0.06,0.0,0.0,0.0,0.06,Shooter,Activision,4,11.0,0,0,0,0,0,0,0,0,1,0,0,0
Overcooked,0.04,0.0,0.0,0.0,0.06,Action,Sold Out,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0
Disney's Kim Possible: Global Gemini,0.05,0.01,0.0,0.0,0.06,Platform,Disney Interactive Studios,1,10.0,0,0,0,0,1,0,0,0,0,0,0,0
Tsugunai: Atonement,0.02,0.01,0.02,0.0,0.06,Role-Playing,Sony Computer Entertainment,1,16.0,0,0,0,0,0,0,0,1,0,0,0,0
Discworld,0.04,0.02,0.0,0.0,0.06,Adventure,Psygnosis,4,23.0,0,1,0,0,0,0,0,0,0,0,0,0
Blade Dancer: Lineage of Light,0.05,0.0,0.0,0.0,0.06,Role-Playing,Atari,2,11.0,0,0,0,0,0,0,0,1,0,0,0,0
Flipnic: Ultimate Pinball,0.03,0.02,0.0,0.01,0.06,Misc,Ubisoft,1,14.0,0,0,0,1,0,0,0,0,0,0,0,0
Game Center CX: 3-Choume no Arino,0.0,0.0,0.06,0.0,0.06,Action,Namco Bandai Games,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0
World Championship Athletics,0.04,0.01,0.0,0.0,0.06,Sports,DTP Entertainment,1,8.0,0,0,0,0,0,0,0,0,0,0,1,0
3D Lemmings,0.03,0.02,0.0,0.0,0.06,Puzzle,Psygnosis,3,22.0,0,0,0,0,0,1,0,0,0,0,0,0
Elemental Gearbolt,0.03,0.02,0.0,0.0,0.06,Shooter,Sony Computer Entertainment,1,20.0,0,0,0,0,0,0,0,0,1,0,0,0
Virtual Chess 64,0.05,0.01,0.0,0.0,0.06,Misc,Titus,1,19.0,0,0,0,1,0,0,0,0,0,0,0,0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,0.03,0.02,0.0,0.01,0.06,Shooter,Namco Bandai Games,2,13.0,0,0,0,0,0,0,0,0,1,0,0,0
Rugby League Live,0.0,0.04,0.0,0.01,0.06,Sports,Home Entertainment Suppliers,1,7.0,0,0,0,0,0,0,0,0,0,0,1,0
Coded Arms: Contagion,0.05,0.0,0.0,0.01,0.06,Shooter,Konami Digital Entertainment,1,10.0,0,0,0,0,0,0,0,0,1,0,0,0
Trapt,0.03,0.02,0.0,0.01,0.06,Action,Tecmo Koei,1,12.0,1,0,0,0,0,0,0,0,0,0,0,0
Elite Forces: Unit 77,0.06,0.0,0.0,0.0,0.06,Strategy,Deep Silver,1,8.0,0,0,0,0,0,0,0,0,0,0,0,1
Osu! Tatakae! Ouendan,0.0,0.0,0.06,0.0,0.06,Misc,Nintendo,1,12.0,0,0,0,1,0,0,0,0,0,0,0,0
Tournament of Legends,0.04,0.02,0.0,0.01,0.06,Fighting,Sega,1,7.0,0,0,1,0,0,0,0,0,0,0,0,0
Kabuki Warriors,0.05,0.01,0.0,0.0,0.06,Action,Genki,1,16.0,1,0,0,0,0,0,0,0,0,0,0,0
Call of Cthulhu: Dark Corners of the Earth,0.05,0.01,0.0,0.0,0.06,Adventure,Take-Two Interactive,2,12.0,0,1,0,0,0,0,0,0,0,0,0,0
Dino Pets,0.05,0.0,0.0,0.0,0.06,Simulation,Avanquest,3,8.0,0,0,0,0,0,0,0,0,0,1,0,0
S.T.A.L.K.E.R.: Shadow of Chernobyl,0.01,0.04,0.0,0.01,0.06,Shooter,THQ,1,10.0,0,0,0,0,0,0,0,0,1,0,0,0
Earth Defense Force 2017 Portable,0.0,0.0,0.06,0.0,0.06,Action,D3Publisher,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park III: Park Builder,0.04,0.02,0.0,0.0,0.06,Simulation,Konami Digital Entertainment,1,16.0,0,0,0,0,0,0,0,0,0,1,0,0
Robotica,0.0,0.0,0.06,0.0,0.06,Shooter,Sega,1,23.0,0,0,0,0,0,0,0,0,1,0,0,0
Winx Club: Mission Enchantix,0.03,0.02,0.0,0.0,0.06,Adventure,Konami Digital Entertainment,1,9.0,0,1,0,0,0,0,0,0,0,0,0,0
Jewel Link Chronicles: Mountains of Madness,0.0,0.06,0.0,0.01,0.06,Puzzle,Avanquest,1,5.0,0,0,0,0,0,1,0,0,0,0,0,0
Johnny Test,0.06,0.0,0.0,0.0,0.06,Platform,505 Games,1,6.0,0,0,0,0,1,0,0,0,0,0,0,0
Speed,0.04,0.02,0.0,0.01,0.06,Racing,Unknown,1,7.0,0,0,0,0,0,0,1,0,0,0,0,0
Blast Lacrosse,0.03,0.02,0.0,0.0,0.06,Sports,Acclaim Entertainment,1,16.0,0,0,0,0,0,0,0,0,0,0,1,0
Winx Club: Quest for the Codex,0.03,0.02,0.0,0.0,0.06,Action,Konami Digital Entertainment,1,11.0,1,0,0,0,0,0,0,0,0,0,0,0
Sprung - A Game Where Everyone Scores,0.06,0.0,0.0,0.0,0.06,Adventure,Ubisoft,3,13.0,0,1,0,0,0,0,0,0,0,0,0,0
Di-Gata Defenders,0.06,0.0,0.0,0.0,0.06,Role-Playing,Game Factory,1,9.0,0,0,0,0,0,0,0,1,0,0,0,0
G-Police: Weapons of Justice,0.03,0.02,0.0,0.0,0.06,Action,Psygnosis,1,18.0,1,0,0,0,0,0,0,0,0,0,0,0
July,0.0,0.0,0.06,0.0,0.06,Adventure,Fortyfive,1,19.0,0,1,0,0,0,0,0,0,0,0,0,0
Neverland Card Battles,0.05,0.0,0.0,0.01,0.06,Role-Playing,Idea Factory,1,9.0,0,0,0,0,0,0,0,1,0,0,0,0
Wings of War,0.05,0.01,0.0,0.0,0.06,Simulation,Take-Two Interactive,1,13.0,0,0,0,0,0,0,0,0,0,1,0,0
Escape from Bug Island,0.04,0.01,0.01,0.0,0.06,Action,Eidos Interactive,1,11.0,1,0,0,0,0,0,0,0,0,0,0,0
Star Fighter,0.04,0.02,0.0,0.0,0.06,Shooter,Telstar,1,22.0,0,0,0,0,0,0,0,0,1,0,0,0
I Love Beauty: Hollywood Makeover,0.06,0.0,0.0,0.0,0.06,Misc,City Interactive,1,8.0,0,0,0,1,0,0,0,0,0,0,0,0
Jumble Madness,0.06,0.0,0.0,0.0,0.06,Puzzle,Destineer,1,8.0,0,0,0,0,0,1,0,0,0,0,0,0
CID The Dummy,0.04,0.0,0.0,0.0,0.06,Platform,Oxygen Interactive,3,8.0,0,0,0,0,1,0,0,0,0,0,0,0
Paws & Claws: Pampered Pets 2,0.05,0.0,0.0,0.0,0.06,Simulation,THQ,1,6.0,0,0,0,0,0,0,0,0,0,1,0,0
S.T.A.L.K.E.R.: Call of Pripyat,0.0,0.05,0.0,0.01,0.06,Shooter,Namco Bandai Games,1,8.0,0,0,0,0,0,0,0,0,1,0,0,0
Star Soldier: Vanishing Earth,0.05,0.01,0.0,0.0,0.06,Shooter,Hudson Entertainment,1,19.0,0,0,0,0,0,0,0,0,1,0,0,0
Caligula,0.0,0.0,0.06,0.0,0.06,Role-Playing,FuRyu,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0
Izuna 2: The Unemployed Ninja Returns,0.05,0.0,0.0,0.0,0.06,Role-Playing,Success,1,10.0,0,0,0,0,0,0,0,1,0,0,0,0
Jewel Master: Cradle Of Rome 2,0.0,0.06,0.0,0.01,0.06,Puzzle,Rising Star Games,1,6.0,0,0,0,0,0,1,0,0,0,0,0,0
Age of Empires Online,0.01,0.04,0.0,0.01,0.06,Strategy,Microsoft Game Studios,1,6.0,0,0,0,0,0,0,0,0,0,0,0,1
Western Riding Academy,0.06,0.0,0.0,0.0,0.06,Simulation,Destineer,1,7.0,0,0,0,0,0,0,0,0,0,1,0,0
Tokobot,0.06,0.0,0.0,0.0,0.06,Platform,Take-Two Interactive,2,12.0,0,0,0,0,1,0,0,0,0,0,0,0
Worms Blast,0.05,0.01,0.0,0.0,0.06,Puzzle,Ubisoft,5,15.0,0,0,0,0,0,1,0,0,0,0,0,0
Brain Quest: Grades 3 & 4,0.05,0.0,0.0,0.0,0.06,Misc,Electronic Arts,1,9.0,0,0,0,1,0,0,0,0,0,0,0,0
Omega Labyrinth,0.0,0.0,0.06,0.0,0.06,Role-Playing,D3Publisher,1,2.0,0,0,0,0,0,0,0,1,0,0,0,0
Dig Dug: Digging Strike,0.05,0.0,0.0,0.0,0.06,Puzzle,Atari,1,12.0,0,0,0,0,0,1,0,0,0,0,0,0
Shining Force Feather,0.0,0.0,0.06,0.0,0.06,Strategy,Sega,1,8.0,0,0,0,0,0,0,0,0,0,0,0,1
BattleBots: Beyond the BattleBox,0.04,0.01,0.0,0.0,0.06,Action,Vivendi Games,1,15.0,1,0,0,0,0,0,0,0,0,0,0,0
Bleach: Blade Battlers 2nd,0.0,0.0,0.06,0.0,0.06,Fighting,Sony Computer Entertainment,1,10.0,0,0,1,0,0,0,0,0,0,0,0,0
Toaru Kagaku no Chou Denjihou,0.0,0.0,0.06,0.0,0.06,Adventure,Kadokawa Shoten,1,6.0,0,1,0,0,0,0,0,0,0,0,0,0
Titan Quest,0.01,0.04,0.0,0.01,0.06,Role-Playing,THQ,6,11.0,0,0,0,0,0,0,0,1,0,0,0,0
Crimson Gem Saga,0.06,0.0,0.0,0.0,0.06,Role-Playing,Sega,2,9.0,0,0,0,0,0,0,0,1,0,0,0,0
Broken Sword: The Shadow of the Templars,0.04,0.02,0.0,0.0,0.06,Adventure,BAM! Entertainment,4,15.0,0,1,0,0,0,0,0,0,0,0,0,0
Insecticide,0.06,0.0,0.0,0.0,0.06,Action,Gamecock,1,9.0,1,0,0,0,0,0,0,0,0,0,0,0
